,player_lines,Act No.
2749,"    And with th' encorporal air do hold discourse?
",ACT III.
2750,"    Forth at your eyes your spirits wildly peep;
",ACT III.
2751,"    And, as the sleeping soldiers in th' alarm,
",ACT III.
2752,"    Your bedded hairs, like life in excrements,
",ACT III.
2753,"    Start up and stand an end. O gentle son,
",ACT III.
2754,"    Upon the beat and flame of thy distemper
",ACT III.
2755,"    Sprinkle cool patience! Whereon do you look?
",ACT III.
2756,"  Ham. On him, on him! Look you how pale he glares!
",ACT III.
2757,"    His form and cause conjoin'd, preaching to stones,
",ACT III.
2758,"    Would make them capable.- Do not look upon me,
",ACT III.
2759,"    Lest with this piteous action you convert
",ACT III.
2760,"    My stern effects. Then what I have to do
",ACT III.
2761,"    Will want true colour- tears perchance for blood.
",ACT III.
2762,"  Queen. To whom do you speak this?
",ACT III.
2763,"  Ham. Do you see nothing there?
",ACT III.
2764,"  Queen. Nothing at all; yet all that is I see.
",ACT III.
2765,"  Ham. Nor did you nothing hear?
",ACT III.
2766,"  Queen. No, nothing but ourselves.
",ACT III.
2767,"  Ham. Why, look you there! Look how it steals away!  
",ACT III.
2768,"    My father, in his habit as he liv'd!
",ACT III.
2769,"    Look where he goes even now out at the portal!
",ACT III.
2770,"                                                     Exit Ghost.
",ACT III.
2771,"  Queen. This is the very coinage of your brain.
",ACT III.
2772,"    This bodiless creation ecstasy
",ACT III.
2773,"    Is very cunning in.
",ACT III.
2774,"  Ham. Ecstasy?
",ACT III.
2775,"    My pulse as yours doth temperately keep time
",ACT III.
2776,"    And makes as healthful music. It is not madness
",ACT III.
2777,"    That I have utt'red. Bring me to the test,
",ACT III.
2778,"    And I the matter will reword; which madness
",ACT III.
2779,"    Would gambol from. Mother, for love of grace,
",ACT III.
2780,"    Lay not that flattering unction to your soul
",ACT III.
2781,"    That not your trespass but my madness speaks.
",ACT III.
2782,"    It will but skin and film the ulcerous place,
",ACT III.
2783,"    Whiles rank corruption, mining all within,
",ACT III.
2784,"    Infects unseen. Confess yourself to heaven;
",ACT III.
2785,"    Repent what's past; avoid what is to come;
",ACT III.
2786,"    And do not spread the compost on the weeds
",ACT III.
2787,"    To make them ranker. Forgive me this my virtue;  
",ACT III.
2788,"    For in the fatness of these pursy times
",ACT III.
2789,"    Virtue itself of vice must pardon beg-
",ACT III.
2790,"    Yea, curb and woo for leave to do him good.
",ACT III.
2791,"  Queen. O Hamlet, thou hast cleft my heart in twain.
",ACT III.
2792,"  Ham. O, throw away the worser part of it,
",ACT III.
2793,"    And live the purer with the other half,
",ACT III.
2794,"    Good night- but go not to my uncle's bed.
",ACT III.
2795,"    Assume a virtue, if you have it not.
",ACT III.
2796,"    That monster, custom, who all sense doth eat
",ACT III.
2797,"    Of habits evil, is angel yet in this,
",ACT III.
2798,"    That to the use of actions fair and good
",ACT III.
2799,"    He likewise gives a frock or livery,
",ACT III.
2800,"    That aptly is put on. Refrain to-night,
",ACT III.
2801,"    And that shall lend a kind of easiness
",ACT III.
2802,"    To the next abstinence; the next more easy;
",ACT III.
2803,"    For use almost can change the stamp of nature,
",ACT III.
2804,"    And either [master] the devil, or throw him out
",ACT III.
2805,"    With wondrous potency. Once more, good night;
",ACT III.
2806,"    And when you are desirous to be blest,
",ACT III.
2807,"    I'll blessing beg of you.- For this same lord,  
",ACT III.
2808,"    I do repent; but heaven hath pleas'd it so,
",ACT III.
2809,"    To punish me with this, and this with me,
",ACT III.
2810,"    That I must be their scourge and minister.
",ACT III.
2811,"    I will bestow him, and will answer well
",ACT III.
2812,"    The death I gave him. So again, good night.
",ACT III.
2813,"    I must be cruel, only to be kind;
",ACT III.
2814,"    Thus bad begins, and worse remains behind.
",ACT III.
2815,"    One word more, good lady.
",ACT III.
2816,"  Queen. What shall I do?
",ACT III.
2817,"  Ham. Not this, by no means, that I bid you do:
",ACT III.
2818,"    Let the bloat King tempt you again to bed;
",ACT III.
2819,"    Pinch wanton on your cheek; call you his mouse;
",ACT III.
2820,"    And let him, for a pair of reechy kisses,
",ACT III.
2821,"    Or paddling in your neck with his damn'd fingers,
",ACT III.
2822,"    Make you to ravel all this matter out,
",ACT III.
2823,"    That I essentially am not in madness,
",ACT III.
2824,"    But mad in craft. 'Twere good you let him know;
",ACT III.
2825,"    For who that's but a queen, fair, sober, wise,
",ACT III.
2826,"    Would from a paddock, from a bat, a gib
",ACT III.
2827,"    Such dear concernings hide? Who would do so?  
",ACT III.
2828,"    No, in despite of sense and secrecy,
",ACT III.
2829,"    Unpeg the basket on the house's top,
",ACT III.
2830,"    Let the birds fly, and like the famous ape,
",ACT III.
2831,"    To try conclusions, in the basket creep
",ACT III.
2832,"    And break your own neck down.
",ACT III.
2833,"  Queen. Be thou assur'd, if words be made of breath,
",ACT III.
2834,"    And breath of life, I have no life to breathe
",ACT III.
2835,"    What thou hast said to me.
",ACT III.
2836,"  Ham. I must to England; you know that?
",ACT III.
2837,"  Queen. Alack,
",ACT III.
2838,"    I had forgot! 'Tis so concluded on.
",ACT III.
2839,"  Ham. There's letters seal'd; and my two schoolfellows,
",ACT III.
2840,"    Whom I will trust as I will adders fang'd,
",ACT III.
2841,"    They bear the mandate; they must sweep my way
",ACT III.
2842,"    And marshal me to knavery. Let it work;
",ACT III.
2843,"    For 'tis the sport to have the enginer
",ACT III.
2844,"    Hoist with his own petar; and 't shall go hard
",ACT III.
2845,"    But I will delve one yard below their mines
",ACT III.
2846,"    And blow them at the moon. O, 'tis most sweet
",ACT III.
2847,"    When in one line two crafts directly meet.  
",ACT III.
2848,"    This man shall set me packing.
",ACT III.
2849,"    I'll lug the guts into the neighbour room.-
",ACT III.
2850,"    Mother, good night.- Indeed, this counsellor
",ACT III.
2851,"    Is now most still, most secret, and most grave,
",ACT III.
2852,"    Who was in life a foolish peating knave.
",ACT III.
2853,"    Come, sir, to draw toward an end with you.
",ACT III.
2854,"    Good night, mother.
",ACT III.
2855,"                  [Exit the Queen. Then] Exit Hamlet, tugging in
",ACT III.
2856,"                                                       Polonius.
",ACT III.
2857,"
",ACT III.
2858,"
",ACT III.
2859,"
",ACT III.
2860,"
",ACT III.
2861,"
",ACT III.
2862,"ACT IV. Scene I.
",ACT IV.
2863,"Elsinore. A room in the Castle.
",ACT IV.
2864,"
",ACT IV.
2865,"Enter King and Queen, with Rosencrantz and Guildenstern.
",ACT IV.
2866,"
",ACT IV.
2867,"  King. There's matter in these sighs. These profound heaves
",ACT IV.
2868,"    You must translate; 'tis fit we understand them.
",ACT IV.
2869,"    Where is your son?
",ACT IV.
2870,"  Queen. Bestow this place on us a little while.
",ACT IV.
2871,"                          [Exeunt Rosencrantz and Guildenstern.]
",ACT IV.
2872,"    Ah, mine own lord, what have I seen to-night!
",ACT IV.
2873,"  King. What, Gertrude? How does Hamlet?
",ACT IV.
2874,"  Queen. Mad as the sea and wind when both contend
",ACT IV.
2875,"    Which is the mightier. In his lawless fit
",ACT IV.
2876,"    Behind the arras hearing something stir,
",ACT IV.
2877,"    Whips out his rapier, cries 'A rat, a rat!'
",ACT IV.
2878,"    And in this brainish apprehension kills
",ACT IV.
2879,"    The unseen good old man.
",ACT IV.
2880,"  King. O heavy deed!
",ACT IV.
2881,"    It had been so with us, had we been there.
",ACT IV.
2882,"    His liberty is full of threats to all-
",ACT IV.
2883,"    To you yourself, to us, to every one.  
",ACT IV.
2884,"    Alas, how shall this bloody deed be answer'd?
",ACT IV.
2885,"    It will be laid to us, whose providence
",ACT IV.
2886,"    Should have kept short, restrain'd, and out of haunt
",ACT IV.
2887,"    This mad young man. But so much was our love
",ACT IV.
2888,"    We would not understand what was most fit,
",ACT IV.
2889,"    But, like the owner of a foul disease,
",ACT IV.
2890,"    To keep it from divulging, let it feed
",ACT IV.
2891,"    Even on the pith of life. Where is he gone?
",ACT IV.
2892,"  Queen. To draw apart the body he hath kill'd;
",ACT IV.
2893,"    O'er whom his very madness, like some ore
",ACT IV.
2894,"    Among a mineral of metals base,
",ACT IV.
2895,"    Shows itself pure. He weeps for what is done.
",ACT IV.
2896,"  King. O Gertrude, come away!
",ACT IV.
2897,"    The sun no sooner shall the mountains touch
",ACT IV.
2898,"    But we will ship him hence; and this vile deed
",ACT IV.
2899,"    We must with all our majesty and skill
",ACT IV.
2900,"    Both countenance and excuse. Ho, Guildenstern!
",ACT IV.
2901,"
",ACT IV.
2902,"             Enter Rosencrantz and Guildenstern.
",ACT IV.
2903,"  
",ACT IV.
2904,"    Friends both, go join you with some further aid.
",ACT IV.
2905,"    Hamlet in madness hath Polonius slain,
",ACT IV.
2906,"    And from his mother's closet hath he dragg'd him.
",ACT IV.
2907,"    Go seek him out; speak fair, and bring the body
",ACT IV.
2908,"    Into the chapel. I pray you haste in this.
",ACT IV.
2909,"                          Exeunt [Rosencrantz and Guildenstern].
",ACT IV.
2910,"    Come, Gertrude, we'll call up our wisest friends
",ACT IV.
2911,"    And let them know both what we mean to do
",ACT IV.
2912,"    And what's untimely done. [So haply slander-]
",ACT IV.
2913,"    Whose whisper o'er the world's diameter,
",ACT IV.
2914,"    As level as the cannon to his blank,
",ACT IV.
2915,"    Transports his poisoned shot- may miss our name
",ACT IV.
2916,"    And hit the woundless air.- O, come away!
",ACT IV.
2917,"    My soul is full of discord and dismay.
",ACT IV.
2918,"                                                         Exeunt.
",ACT IV.
2919,"
",ACT IV.
2920,"
",ACT IV.
2921,"
",ACT IV.
2922,"
",ACT IV.
2923,"Scene II.
",ACT IV.
2924,"Elsinore. A passage in the Castle.
",ACT IV.
2925,"
",ACT IV.
2926,"Enter Hamlet.
",ACT IV.
2927,"
",ACT IV.
2928,"  Ham. Safely stow'd.
",ACT IV.
2929,"  Gentlemen. (within) Hamlet! Lord Hamlet!
",ACT IV.
2930,"  Ham. But soft! What noise? Who calls on Hamlet? O, here they come.
",ACT IV.
2931,"
",ACT IV.
2932,"               Enter Rosencrantz and Guildenstern.
",ACT IV.
2933,"
",ACT IV.
2934,"  Ros. What have you done, my lord, with the dead body?
",ACT IV.
2935,"  Ham. Compounded it with dust, whereto 'tis kin.
",ACT IV.
2936,"  Ros. Tell us where 'tis, that we may take it thence
",ACT IV.
2937,"    And bear it to the chapel.
",ACT IV.
2938,"  Ham. Do not believe it.
",ACT IV.
2939,"  Ros. Believe what?
",ACT IV.
2940,"  Ham. That I can keep your counsel, and not mine own. Besides, to be
",ACT IV.
2941,"    demanded of a sponge, what replication should be made by the son
",ACT IV.
2942,"    of a king?
",ACT IV.
2943,"  Ros. Take you me for a sponge, my lord?
",ACT IV.
2944,"  Ham. Ay, sir; that soaks up the King's countenance, his rewards,  
",ACT IV.
2945,"    his authorities. But such officers do the King best service in
",ACT IV.
2946,"    the end. He keeps them, like an ape, in the corner of his jaw;
",ACT IV.
2947,"    first mouth'd, to be last Swallowed. When he needs what you have
",ACT IV.
2948,"    glean'd, it is but squeezing you and, sponge, you shall be dry
",ACT IV.
2949,"    again.
",ACT IV.
2950,"  Ros. I understand you not, my lord.
",ACT IV.
2951,"  Ham. I am glad of it. A knavish speech sleeps in a foolish ear.
",ACT IV.
2952,"  Ros. My lord, you must tell us where the body is and go with us to
",ACT IV.
2953,"    the King.
",ACT IV.
2954,"  Ham. The body is with the King, but the King is not with the body.
",ACT IV.
2955,"    The King is a thing-
",ACT IV.
2956,"  Guil. A thing, my lord?
",ACT IV.
2957,"  Ham. Of nothing. Bring me to him. Hide fox, and all after.
",ACT IV.
2958,"                                                         Exeunt.
",ACT IV.
2959,"
",ACT IV.
2960,"
",ACT IV.
2961,"
",ACT IV.
2962,"
",ACT IV.
2963,"Scene III.
",ACT IV.
2964,"Elsinore. A room in the Castle.
",ACT IV.
2965,"
",ACT IV.
2966,"Enter King.
",ACT IV.
2967,"
",ACT IV.
2968,"  King. I have sent to seek him and to find the body.
",ACT IV.
2969,"    How dangerous is it that this man goes loose!
",ACT IV.
2970,"    Yet must not we put the strong law on him.
",ACT IV.
2971,"    He's lov'd of the distracted multitude,
",ACT IV.
2972,"    Who like not in their judgment, but their eyes;
",ACT IV.
2973,"    And where 'tis so, th' offender's scourge is weigh'd,
",ACT IV.
2974,"    But never the offence. To bear all smooth and even,
",ACT IV.
2975,"    This sudden sending him away must seem
",ACT IV.
2976,"    Deliberate pause. Diseases desperate grown
",ACT IV.
2977,"    By desperate appliance are reliev'd,
",ACT IV.
2978,"    Or not at all.
",ACT IV.
2979,"
",ACT IV.
2980,"                    Enter Rosencrantz.
",ACT IV.
2981,"
",ACT IV.
2982,"    How now O What hath befall'n?
",ACT IV.
2983,"  Ros. Where the dead body is bestow'd, my lord,
",ACT IV.
2984,"    We cannot get from him.  
",ACT IV.
2985,"  King. But where is he?
",ACT IV.
2986,"  Ros. Without, my lord; guarded, to know your pleasure.
",ACT IV.
2987,"  King. Bring him before us.
",ACT IV.
2988,"  Ros. Ho, Guildenstern! Bring in my lord.
",ACT IV.
2989,"
",ACT IV.
2990,"        Enter Hamlet and Guildenstern [with Attendants].
",ACT IV.
2991,"
",ACT IV.
2992,"  King. Now, Hamlet, where's Polonius?
",ACT IV.
2993,"  Ham. At supper.
",ACT IV.
2994,"  King. At supper? Where?
",ACT IV.
2995,"  Ham. Not where he eats, but where he is eaten. A certain
",ACT IV.
2996,"    convocation of politic worms are e'en at him. Your worm is your
",ACT IV.
